FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern
S12000034,2010-Q1,Count,People,5500,Male,Part Time
S12000034,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,8,Male,Part Time
S12000034,2015-Q1,Count,People,7500,Male,Part Time
S12000014,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,96.9,Male,Full Time
S12000014,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,96.3,Male,Full Time
S12000034,2009-Q1,Count,People,6700,Male,Part Time
S12000014,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.2,Male,Part Time
S12000014,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,95.9,Male,Full Time
S12000034,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,7.5,Male,Part Time
S12000034,2011-Q1,Count,People,8000,Male,Part Time
S12000034,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,7.3,Male,Part Time
S12000014,2009-Q3,95% Upper Confidence Limit,Percentage Of People Employed,94.7,Male,Full Time
S12000014,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,90.5,Male,Full Time
S12000014,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,96.4,Male,Full Time
S12000014,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,94.3,Male,Full Time
S12000017,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,22.3,Male,Part Time
S12000017,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,16.9,Male,Part Time
S12000017,2018-Q2,Count,People,9400,Male,Part Time
S12000034,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.5,Male,Part Time
S12000017,2018-Q4,Ratio,Percentage Of People Employed,15.1,Male,Part Time
S12000017,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,15.5,Male,Part Time
S12000034,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,7.8,Male,Part Time
S12000034,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,5.7,Male,Part Time
S12000034,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.4,Male,Part Time
S12000017,2007-Q1,Ratio,Percentage Of People Employed,9.4,Male,Part Time
S12000034,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,5.9,Male,Part Time
S12000034,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,7.3,Male,Part Time
S12000017,2018-Q3,Ratio,Percentage Of People Employed,14.9,Male,Part Time
S12000017,2014-Q2,95% Upper Confidence Limit,Percentage Of People Employed,20.8,Male,Part Time
S12000017,2006-Q1,Ratio,Percentage Of People Employed,12.5,Male,Part Time
S12000034,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.4,Male,Part Time
S12000034,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,5.8,Male,Part Time
S12000034,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,4.8,Male,Part Time
S12000034,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,7.7,Male,Part Time
S12000017,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,18.6,Male,Part Time
S12000034,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,5.6,Male,Part Time
S12000017,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,18.5,Male,Part Time
S12000017,2010-Q3,95% Upper Confidence Limit,Percentage Of People Employed,14.2,Male,Part Time
S12000017,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,88.5,Male,Full Time
S12000034,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,5.7,Male,Part Time
S12000017,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,21.2,Male,Part Time
S12000017,2014-Q4,95% Upper Confidence Limit,Percentage Of People Employed,17.4,Male,Part Time
S12000034,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.3,Male,Part Time
S12000034,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.4,Male,Part Time
S12000034,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.7,Male,Part Time
S12000034,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,8.9,Male,Part Time
S12000017,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,15.8,Male,Part Time
S12000017,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,88.6,Male,Full Time
S12000017,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,17.6,Male,Part Time
S12000017,2016-Q4,Ratio,Percentage Of People Employed,87,Male,Full Time
S12000034,2007-Q1,Count,People,6300,Male,Part Time
S12000034,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,11.5,Male,Part Time
S12000034,2008-Q1,Count,People,6000,Male,Part Time
S12000017,2005-Q2,Ratio,Percentage Of People Employed,87.3,Male,Full Time
S12000034,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,10.8,Male,Part Time
S12000017,2011-Q4,Ratio,Percentage Of People Employed,84.1,Male,Full Time
S12000034,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,11.4,Male,Part Time
S12000017,2012-Q4,Ratio,Percentage Of People Employed,83.7,Male,Full Time
S12000034,2006-Q1,Count,People,6000,Male,Part Time
S12000017,2010-Q2,Ratio,Percentage Of People Employed,87.6,Male,Full Time
S12000017,2013-Q2,Ratio,Percentage Of People Employed,83.1,Male,Full Time
S12000034,2005-Q1,Count,People,6000,Male,Part Time
S12000034,2013-Q1,Count,People,9800,Male,Part Time
S12000017,2015-Q4,Ratio,Percentage Of People Employed,82,Male,Full Time
S12000034,2014-Q1,Count,People,7000,Male,Part Time
S12000017,2012-Q2,Ratio,Percentage Of People Employed,85.1,Male,Full Time
S12000034,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.4,Male,Part Time
S12000017,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,87.2,Male,Full Time
S12000034,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,7.3,Male,Part Time
S12000017,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,16.7,Male,Part Time
S12000034,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,5.6,Male,Part Time
S12000034,2014-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6,Male,Part Time
S12000017,2005-Q1,Ratio,Percentage Of People Employed,12.2,Male,Part Time
S12000017,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,19.1,Male,Part Time
S12000034,2013-Q1,95% Lower Confidence Limit,Percentage Of People Employed,9.2,Male,Part Time
S12000017,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,20.4,Male,Part Time
S12000034,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,94.8,Male,Full Time
S12000017,2017-Q4,Ratio,Percentage Of People Employed,86.2,Male,Full Time
S12000034,2018-Q4,Count,People,67400,Male,Full Time
S12000034,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.2,Male,Part Time
S12000034,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.3,Male,Part Time
S12000017,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,91.9,Male,Full Time
S12000017,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,21.9,Male,Part Time
S12000035,2006-Q3,95% Upper Confidence Limit,Percentage Of People Employed,93.7,Male,Full Time
S12000035,2009-Q3,95% Upper Confidence Limit,Percentage Of People Employed,89.9,Male,Full Time
S12000035,2007-Q3,95% Upper Confidence Limit,Percentage Of People Employed,92.8,Male,Full Time
S12000014,2011-Q1,95% Lower Confidence Limit,Percentage Of People Employed,8.2,Male,Part Time
S12000014,2019-Q2,Ratio,Percentage Of People Employed,9.2,Male,Part Time
S12000035,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,92.6,Male,Full Time
S12000035,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,89.8,Male,Full Time
S12000014,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,7.1,Male,Part Time
S12000014,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,85,Male,Full Time
S12000035,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,93,Male,Full Time
S12000014,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,7.4,Male,Part Time
S12000014,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,86.6,Male,Full Time
S12000014,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,7.6,Male,Part Time
S12000035,2014-Q4,95% Upper Confidence Limit,Percentage Of People Employed,87.4,Male,Full Time
S12000035,2013-Q4,95% Upper Confidence Limit,Percentage Of People Employed,88.9,Male,Full Time
S12000035,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,90.7,Male,Full Time
S12000035,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,91.2,Male,Full Time
S12000035,2006-Q3,Ratio,Percentage Of People Employed,91,Male,Full Time
S12000035,2006-Q1,Count,People,1700,Male,Part Time
S12000035,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,90.5,Male,Full Time
S12000014,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,87.1,Male,Full Time
S12000035,2009-Q3,Ratio,Percentage Of People Employed,86.5,Male,Full Time
S12000014,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,83.6,Male,Full Time
S12000035,2011-Q2,Ratio,Percentage Of People Employed,84.1,Male,Full Time
S12000035,2005-Q1,Count,People,2400,Male,Part Time
S12000014,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,87.8,Male,Full Time
S12000014,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.7,Male,Full Time
S12000014,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,87.5,Male,Full Time
S12000014,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,86,Male,Full Time
S12000035,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,90.3,Male,Full Time
S12000035,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,88.9,Male,Full Time
S12000014,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,85,Male,Full Time
S12000035,2008-Q3,95% Upper Confidence Limit,Percentage Of People Employed,91.7,Male,Full Time
S12000014,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,88.5,Male,Full Time
S12000014,2018-Q1,Count,People,37300,Male,Full Time
S12000014,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.1,Male,Part Time
S12000035,2016-Q1,Ratio,Percentage Of People Employed,15.4,Male,Part Time
S12000035,2006-Q4,Ratio,Percentage Of People Employed,9,Male,Part Time
S12000035,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,91,Male,Full Time
S12000014,2014-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.7,Male,Part Time
S12000014,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,7.5,Male,Part Time
S12000014,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,8.4,Male,Part Time
S12000035,2019-Q2,95% Lower Confidence Limit,Percentage Of People Employed,7.8,Male,Part Time
S12000035,2013-Q3,Ratio,Percentage Of People Employed,84.2,Male,Full Time
S12000014,2009-Q2,Count,People,36400,Male,Full Time
S12000014,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,91.6,Male,Full Time
S12000014,2005-Q4,Count,People,36000,Male,Full Time
S12000035,2010-Q4,95% Upper Confidence Limit,Percentage Of People Employed,88,Male,Full Time
S12000014,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.1,Male,Full Time
S12000014,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,89.5,Male,Full Time
S12000014,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,90.8,Male,Full Time
S12000035,2008-Q2,95% Upper Confidence Limit,Percentage Of People Employed,92.6,Male,Full Time
S12000014,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,4,Male,Part Time
S12000035,2007-Q2,95% Upper Confidence Limit,Percentage Of People Employed,91.7,Male,Full Time
S12000035,2017-Q1,Ratio,Percentage Of People Employed,12.2,Male,Part Time
S12000014,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,90.4,Male,Full Time
S12000035,2006-Q2,95% Upper Confidence Limit,Percentage Of People Employed,94,Male,Full Time
S12000014,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.3,Male,Part Time
S12000014,2019-Q2,Count,People,3600,Male,Part Time
S12000014,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,5.4,Male,Part Time
S12000014,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,6.1,Male,Part Time
S12000035,2018-Q4,95% Lower Confidence Limit,Percentage Of People Employed,85.2,Male,Full Time
S12000035,2004-Q4,Ratio,Percentage Of People Employed,11.2,Male,Part Time
S12000014,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,8,Male,Part Time
S12000014,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,4.2,Male,Part Time
S12000014,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,87.3,Male,Full Time
S12000035,2008-Q4,Ratio,Percentage Of People Employed,12,Male,Part Time
S12000035,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.7,Male,Full Time
S12000035,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,92.5,Male,Full Time
S12000014,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,89.7,Male,Full Time
S12000014,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,7.2,Male,Part Time
S12000035,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,90.4,Male,Full Time
S12000014,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,87.8,Male,Full Time
S12000014,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,85.4,Male,Full Time
S12000035,2010-Q3,95% Upper Confidence Limit,Percentage Of People Employed,90.5,Male,Full Time
S12000014,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,86.5,Male,Full Time
S12000035,2008-Q3,Ratio,Percentage Of People Employed,88.7,Male,Full Time
S12000014,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,86.3,Male,Full Time
S12000035,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,92.4,Male,Full Time
S12000035,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,92.1,Male,Full Time
S12000014,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,89,Male,Full Time
S12000035,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,88.4,Male,Full Time
S12000014,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,9.5,Male,Part Time
S12000035,2019-Q1,95% Lower Confidence Limit,Percentage Of People Employed,84.9,Male,Full Time
S12000014,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,89.6,Male,Full Time
S12000014,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,5.3,Male,Part Time
S12000035,2010-Q4,Ratio,Percentage Of People Employed,84.4,Male,Full Time
S12000035,2009-Q4,Ratio,Percentage Of People Employed,87.7,Male,Full Time
S12000035,2007-Q1,Count,People,2500,Male,Part Time
S12000014,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,89.2,Male,Full Time
S12000035,2016-Q2,Ratio,Percentage Of People Employed,85.4,Male,Full Time
S12000035,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,6,Male,Part Time
S12000014,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,4.2,Male,Part Time
S12000035,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,92.6,Male,Full Time
S12000014,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,7.9,Male,Part Time
S12000035,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,87.6,Male,Full Time
S12000035,2017-Q2,Ratio,Percentage Of People Employed,85,Male,Full Time
S12000014,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,9.5,Male,Part Time
S12000035,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,88.1,Male,Full Time
S12000035,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,88.2,Male,Full Time
S12000014,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,5.4,Male,Part Time
S12000014,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,5.7,Male,Part Time
S12000035,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,88.3,Male,Full Time
S12000035,2014-Q2,95% Upper Confidence Limit,Percentage Of People Employed,87.1,Male,Full Time
S12000014,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,88.6,Male,Full Time
S12000035,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,89,Male,Full Time
S12000014,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,89.3,Male,Full Time
S12000035,2010-Q2,95% Upper Confidence Limit,Percentage Of People Employed,89.5,Male,Full Time
S12000014,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,6.4,Male,Part Time
S12000014,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,83.4,Male,Full Time
S12000014,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,90.8,Male,Full Time
S12000035,2010-Q2,Ratio,Percentage Of People Employed,86.1,Male,Full Time
S12000035,2007-Q3,Ratio,Percentage Of People Employed,89.8,Male,Full Time
S12000014,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,84.3,Male,Full Time
S12000014,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,86.4,Male,Full Time
S12000014,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,86.3,Male,Full Time
S12000035,2015-Q2,95% Upper Confidence Limit,Percentage Of People Employed,88.8,Male,Full Time
S12000014,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,6.8,Male,Part Time
S12000014,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,6.7,Male,Part Time
S12000014,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,89.2,Male,Full Time
S12000035,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,79.6,Male,Full Time
S12000035,2011-Q4,Ratio,Percentage Of People Employed,85,Male,Full Time
S12000035,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,87.9,Male,Full Time
